role,full_name,username,email,password,department,program,roll_no,semester
student,BHAVNA REDDY,20261ads0001,20261ads0001@college.edu,20261ads0001@123,ADVANCED DATA SCIENCE,ADS,20261ads0001,1
student,ESWAR NAIR,20261ads0002,20261ads0002@college.edu,20261ads0002@123,ADVANCED DATA SCIENCE,ADS,20261ads0002,1
student,ARJUN KUMAR,20261ads0003,20261ads0003@college.edu,20261ads0003@123,ADVANCED DATA SCIENCE,ADS,20261ads0003,1
student,ESHA VERMA,20261ads0004,20261ads0004@college.edu,20261ads0004@123,ADVANCED DATA SCIENCE,ADS,20261ads0004,1
student,CHIRAG MALHOTRA,20261ads0005,20261ads0005@college.edu,20261ads0005@123,ADVANCED DATA SCIENCE,ADS,20261ads0005,1
student,DIYA CHOPRA,20261ads0006,20261ads0006@college.edu,20261ads0006@123,ADVANCED DATA SCIENCE,ADS,20261ads0006,1
student,EMRAN KHAN,20261ads0007,20261ads0007@college.edu,20261ads0007@123,ADVANCED DATA SCIENCE,ADS,20261ads0007,1
student,DEEP SHARMA,20261ads0008,20261ads0008@college.edu,20261ads0008@123,ADVANCED DATA SCIENCE,ADS,20261ads0008,1
student,AKSHAY SINGH,20261ads0009,20261ads0009@college.edu,20261ads0009@123,ADVANCED DATA SCIENCE,ADS,20261ads0009,1
student,ANANYA GUPTA,20261ads0010,20261ads0010@college.edu,20261ads0010@123,ADVANCED DATA SCIENCE,ADS,20261ads0010,1
student,EMRAN KHAN,20261ads0011,20261ads0011@college.edu,20261ads0011@123,ADVANCED DATA SCIENCE,ADS,20261ads0011,1
student,EMRAN KHAN,20261ads0012,20261ads0012@college.edu,20261ads0012@123,ADVANCED DATA SCIENCE,ADS,20261ads0012,1
student,BIANCA DESAI,20261ads0013,20261ads0013@college.edu,20261ads0013@123,ADVANCED DATA SCIENCE,ADS,20261ads0013,1
student,CHHAYA BANERJEE,20261ads0014,20261ads0014@college.edu,20261ads0014@123,ADVANCED DATA SCIENCE,ADS,20261ads0014,1
student,DEVANSH TIWARI,20261ads0015,20261ads0015@college.edu,20261ads0015@123,ADVANCED DATA SCIENCE,ADS,20261ads0015,1
student,BALAJI NAIR,20261ads0016,20261ads0016@college.edu,20261ads0016@123,ADVANCED DATA SCIENCE,ADS,20261ads0016,1
student,EDEN PATEL,20261ads0017,20261ads0017@college.edu,20261ads0017@123,ADVANCED DATA SCIENCE,ADS,20261ads0017,1
student,EKTA SINHA,20261ads0018,20261ads0018@college.edu,20261ads0018@123,ADVANCED DATA SCIENCE,ADS,20261ads0018,1
student,CHANDNI SHARMA,20261ads0019,20261ads0019@college.edu,20261ads0019@123,ADVANCED DATA SCIENCE,ADS,20261ads0019,1
student,BHUVANESH VERMA,20261ads0020,20261ads0020@college.edu,20261ads0020@123,ADVANCED DATA SCIENCE,ADS,20261ads0020,1
student,EDEN PATEL,20261ads0021,20261ads0021@college.edu,20261ads0021@123,ADVANCED DATA SCIENCE,ADS,20261ads0021,1
student,ESHA VERMA,20261ads0022,20261ads0022@college.edu,20261ads0022@123,ADVANCED DATA SCIENCE,ADS,20261ads0022,1
student,AISHA PATEL,20261ads0023,20261ads0023@college.edu,20261ads0023@123,ADVANCED DATA SCIENCE,ADS,20261ads0023,1
student,BIANCA DESAI,20261ads0024,20261ads0024@college.edu,20261ads0024@123,ADVANCED DATA SCIENCE,ADS,20261ads0024,1
student,EDEN PATEL,20261ads0025,20261ads0025@college.edu,20261ads0025@123,ADVANCED DATA SCIENCE,ADS,20261ads0025,1
student,DALIT KUMAR,20261ads0026,20261ads0026@college.edu,20261ads0026@123,ADVANCED DATA SCIENCE,ADS,20261ads0026,1
student,DALIT KUMAR,20261ads0027,20261ads0027@college.edu,20261ads0027@123,ADVANCED DATA SCIENCE,ADS,20261ads0027,1
student,DEVANSH TIWARI,20261ads0028,20261ads0028@college.edu,20261ads0028@123,ADVANCED DATA SCIENCE,ADS,20261ads0028,1
student,CHHAYA BANERJEE,20261ads0029,20261ads0029@college.edu,20261ads0029@123,ADVANCED DATA SCIENCE,ADS,20261ads0029,1
student,DIYA CHOPRA,20261ads0030,20261ads0030@college.edu,20261ads0030@123,ADVANCED DATA SCIENCE,ADS,20261ads0030,1
student,DARSHAN REDDY,20261ads0031,20261ads0031@college.edu,20261ads0031@123,ADVANCED DATA SCIENCE,ADS,20261ads0031,1
student,BOOM BABU,20261ads0032,20261ads0032@college.edu,20261ads0032@123,ADVANCED DATA SCIENCE,ADS,20261ads0032,1
student,AISHA PATEL,20261ads0033,20261ads0033@college.edu,20261ads0033@123,ADVANCED DATA SCIENCE,ADS,20261ads0033,1
student,CHHAYA BANERJEE,20261ads0034,20261ads0034@college.edu,20261ads0034@123,ADVANCED DATA SCIENCE,ADS,20261ads0034,1
student,AISHA PATEL,20261ads0035,20261ads0035@college.edu,20261ads0035@123,ADVANCED DATA SCIENCE,ADS,20261ads0035,1
student,DIYA CHOPRA,20261ads0036,20261ads0036@college.edu,20261ads0036@123,ADVANCED DATA SCIENCE,ADS,20261ads0036,1
student,DALIT KUMAR,20261ads0037,20261ads0037@college.edu,20261ads0037@123,ADVANCED DATA SCIENCE,ADS,20261ads0037,1
student,AISHA PATEL,20261ads0038,20261ads0038@college.edu,20261ads0038@123,ADVANCED DATA SCIENCE,ADS,20261ads0038,1
student,ESHA VERMA,20261ads0039,20261ads0039@college.edu,20261ads0039@123,ADVANCED DATA SCIENCE,ADS,20261ads0039,1
student,EMRAN KHAN,20261ads0040,20261ads0040@college.edu,20261ads0040@123,ADVANCED DATA SCIENCE,ADS,20261ads0040,1
student,CHETAN MAHESHWARI,20261ads0041,20261ads0041@college.edu,20261ads0041@123,ADVANCED DATA SCIENCE,ADS,20261ads0041,1
student,EMRAN KHAN,20261ads0042,20261ads0042@college.edu,20261ads0042@123,ADVANCED DATA SCIENCE,ADS,20261ads0042,1
student,ESHA VERMA,20261ads0043,20261ads0043@college.edu,20261ads0043@123,ADVANCED DATA SCIENCE,ADS,20261ads0043,1
student,BHUVANESH VERMA,20261ads0044,20261ads0044@college.edu,20261ads0044@123,ADVANCED DATA SCIENCE,ADS,20261ads0044,1
student,CHIRAG MALHOTRA,20261ads0045,20261ads0045@college.edu,20261ads0045@123,ADVANCED DATA SCIENCE,ADS,20261ads0045,1
student,BHUVANESH VERMA,20261ads0046,20261ads0046@college.edu,20261ads0046@123,ADVANCED DATA SCIENCE,ADS,20261ads0046,1
student,ESHA VERMA,20261ads0047,20261ads0047@college.edu,20261ads0047@123,ADVANCED DATA SCIENCE,ADS,20261ads0047,1
student,CHETAN MAHESHWARI,20261ads0048,20261ads0048@college.edu,20261ads0048@123,ADVANCED DATA SCIENCE,ADS,20261ads0048,1
student,EKTA SINHA,20261ads0049,20261ads0049@college.edu,20261ads0049@123,ADVANCED DATA SCIENCE,ADS,20261ads0049,1
student,BALAJI NAIR,20261ads0050,20261ads0050@college.edu,20261ads0050@123,ADVANCED DATA SCIENCE,ADS,20261ads0050,1
student,BIANCA DESAI,20261ads0051,20261ads0051@college.edu,20261ads0051@123,ADVANCED DATA SCIENCE,ADS,20261ads0051,1
student,CHANDNI SHARMA,20261ads0052,20261ads0052@college.edu,20261ads0052@123,ADVANCED DATA SCIENCE,ADS,20261ads0052,1
student,ESWAR NAIR,20261ads0053,20261ads0053@college.edu,20261ads0053@123,ADVANCED DATA SCIENCE,ADS,20261ads0053,1
student,EMRAN KHAN,20261ads0054,20261ads0054@college.edu,20261ads0054@123,ADVANCED DATA SCIENCE,ADS,20261ads0054,1
student,BHAVNA REDDY,20261ads0055,20261ads0055@college.edu,20261ads0055@123,ADVANCED DATA SCIENCE,ADS,20261ads0055,1
student,DALIT KUMAR,20261ads0056,20261ads0056@college.edu,20261ads0056@123,ADVANCED DATA SCIENCE,ADS,20261ads0056,1
student,CHIRAG MALHOTRA,20261ads0057,20261ads0057@college.edu,20261ads0057@123,ADVANCED DATA SCIENCE,ADS,20261ads0057,1
student,DARSHAN REDDY,20261ads0058,20261ads0058@college.edu,20261ads0058@123,ADVANCED DATA SCIENCE,ADS,20261ads0058,1
student,CHANDNI SHARMA,20261ads0059,20261ads0059@college.edu,20261ads0059@123,ADVANCED DATA SCIENCE,ADS,20261ads0059,1
student,BIANCA DESAI,20261ads0060,20261ads0060@college.edu,20261ads0060@123,ADVANCED DATA SCIENCE,ADS,20261ads0060,1
student,DARSHAN REDDY,20261ads0061,20261ads0061@college.edu,20261ads0061@123,ADVANCED DATA SCIENCE,ADS,20261ads0061,1
student,BHUVANESH VERMA,20261ads0062,20261ads0062@college.edu,20261ads0062@123,ADVANCED DATA SCIENCE,ADS,20261ads0062,1
student,ESHA VERMA,20262ads0001,20262ads0001@college.edu,20262ads0001@123,ADVANCED DATA SCIENCE,ADS,20262ads0001,2
student,DEVANSH TIWARI,20262ads0002,20262ads0002@college.edu,20262ads0002@123,ADVANCED DATA SCIENCE,ADS,20262ads0002,2
student,AKSHAY SINGH,20262ads0003,20262ads0003@college.edu,20262ads0003@123,ADVANCED DATA SCIENCE,ADS,20262ads0003,2
student,ARJUN KUMAR,20262ads0004,20262ads0004@college.edu,20262ads0004@123,ADVANCED DATA SCIENCE,ADS,20262ads0004,2
student,BOOM BABU,20262ads0005,20262ads0005@college.edu,20262ads0005@123,ADVANCED DATA SCIENCE,ADS,20262ads0005,2
student,DEVANSH TIWARI,20262ads0006,20262ads0006@college.edu,20262ads0006@123,ADVANCED DATA SCIENCE,ADS,20262ads0006,2
student,BHUVANESH VERMA,20262ads0007,20262ads0007@college.edu,20262ads0007@123,ADVANCED DATA SCIENCE,ADS,20262ads0007,2
student,BIANCA DESAI,20262ads0008,20262ads0008@college.edu,20262ads0008@123,ADVANCED DATA SCIENCE,ADS,20262ads0008,2
student,CHIRAG MALHOTRA,20262ads0009,20262ads0009@college.edu,20262ads0009@123,ADVANCED DATA SCIENCE,ADS,20262ads0009,2
student,AISHA PATEL,20262ads0010,20262ads0010@college.edu,20262ads0010@123,ADVANCED DATA SCIENCE,ADS,20262ads0010,2
student,BOOM BABU,20262ads0011,20262ads0011@college.edu,20262ads0011@123,ADVANCED DATA SCIENCE,ADS,20262ads0011,2
student,EKTA SINHA,20262ads0012,20262ads0012@college.edu,20262ads0012@123,ADVANCED DATA SCIENCE,ADS,20262ads0012,2
student,CHIRAG MALHOTRA,20262ads0013,20262ads0013@college.edu,20262ads0013@123,ADVANCED DATA SCIENCE,ADS,20262ads0013,2
student,AKSHAY SINGH,20262ads0014,20262ads0014@college.edu,20262ads0014@123,ADVANCED DATA SCIENCE,ADS,20262ads0014,2
student,CHARVI PATEL,20262ads0015,20262ads0015@college.edu,20262ads0015@123,ADVANCED DATA SCIENCE,ADS,20262ads0015,2
student,BALAJI NAIR,20262ads0016,20262ads0016@college.edu,20262ads0016@123,ADVANCED DATA SCIENCE,ADS,20262ads0016,2
student,BIANCA DESAI,20262ads0017,20262ads0017@college.edu,20262ads0017@123,ADVANCED DATA SCIENCE,ADS,20262ads0017,2
student,ESHA VERMA,20262ads0018,20262ads0018@college.edu,20262ads0018@123,ADVANCED DATA SCIENCE,ADS,20262ads0018,2
student,ARJUN KUMAR,20262ads0019,20262ads0019@college.edu,20262ads0019@123,ADVANCED DATA SCIENCE,ADS,20262ads0019,2
student,CHETAN MAHESHWARI,20262ads0020,20262ads0020@college.edu,20262ads0020@123,ADVANCED DATA SCIENCE,ADS,20262ads0020,2
student,CHIRAG MALHOTRA,20262ads0021,20262ads0021@college.edu,20262ads0021@123,ADVANCED DATA SCIENCE,ADS,20262ads0021,2
student,DIYA CHOPRA,20262ads0022,20262ads0022@college.edu,20262ads0022@123,ADVANCED DATA SCIENCE,ADS,20262ads0022,2
student,EDEN PATEL,20262ads0023,20262ads0023@college.edu,20262ads0023@123,ADVANCED DATA SCIENCE,ADS,20262ads0023,2
student,CHETAN MAHESHWARI,20262ads0024,20262ads0024@college.edu,20262ads0024@123,ADVANCED DATA SCIENCE,ADS,20262ads0024,2
student,DIYA CHOPRA,20262ads0025,20262ads0025@college.edu,20262ads0025@123,ADVANCED DATA SCIENCE,ADS,20262ads0025,2
student,BHAVNA REDDY,20262ads0026,20262ads0026@college.edu,20262ads0026@123,ADVANCED DATA SCIENCE,ADS,20262ads0026,2
student,AISHA PATEL,20262ads0027,20262ads0027@college.edu,20262ads0027@123,ADVANCED DATA SCIENCE,ADS,20262ads0027,2
student,EDEN PATEL,20262ads0028,20262ads0028@college.edu,20262ads0028@123,ADVANCED DATA SCIENCE,ADS,20262ads0028,2
student,DIYA CHOPRA,20262ads0029,20262ads0029@college.edu,20262ads0029@123,ADVANCED DATA SCIENCE,ADS,20262ads0029,2
student,CHIRAG MALHOTRA,20262ads0030,20262ads0030@college.edu,20262ads0030@123,ADVANCED DATA SCIENCE,ADS,20262ads0030,2
student,BOOM BABU,20262ads0031,20262ads0031@college.edu,20262ads0031@123,ADVANCED DATA SCIENCE,ADS,20262ads0031,2
student,CHANDNI SHARMA,20262ads0032,20262ads0032@college.edu,20262ads0032@123,ADVANCED DATA SCIENCE,ADS,20262ads0032,2
student,BOOM BABU,20262ads0033,20262ads0033@college.edu,20262ads0033@123,ADVANCED DATA SCIENCE,ADS,20262ads0033,2
student,BALAJI NAIR,20262ads0034,20262ads0034@college.edu,20262ads0034@123,ADVANCED DATA SCIENCE,ADS,20262ads0034,2
student,DALIT KUMAR,20262ads0035,20262ads0035@college.edu,20262ads0035@123,ADVANCED DATA SCIENCE,ADS,20262ads0035,2
student,CHARVI PATEL,20262ads0036,20262ads0036@college.edu,20262ads0036@123,ADVANCED DATA SCIENCE,ADS,20262ads0036,2
student,BHAVNA REDDY,20262ads0037,20262ads0037@college.edu,20262ads0037@123,ADVANCED DATA SCIENCE,ADS,20262ads0037,2
student,EDEN PATEL,20262ads0038,20262ads0038@college.edu,20262ads0038@123,ADVANCED DATA SCIENCE,ADS,20262ads0038,2
student,BOOM BABU,20262ads0039,20262ads0039@college.edu,20262ads0039@123,ADVANCED DATA SCIENCE,ADS,20262ads0039,2
student,AARAV SHARMA,20262ads0040,20262ads0040@college.edu,20262ads0040@123,ADVANCED DATA SCIENCE,ADS,20262ads0040,2
student,EMRAN KHAN,20262ads0041,20262ads0041@college.edu,20262ads0041@123,ADVANCED DATA SCIENCE,ADS,20262ads0041,2
student,ESWAR NAIR,20262ads0042,20262ads0042@college.edu,20262ads0042@123,ADVANCED DATA SCIENCE,ADS,20262ads0042,2
student,DEEP SHARMA,20262ads0043,20262ads0043@college.edu,20262ads0043@123,ADVANCED DATA SCIENCE,ADS,20262ads0043,2
student,DEVANSH TIWARI,20262ads0044,20262ads0044@college.edu,20262ads0044@123,ADVANCED DATA SCIENCE,ADS,20262ads0044,2
student,ESHA VERMA,20262ads0045,20262ads0045@college.edu,20262ads0045@123,ADVANCED DATA SCIENCE,ADS,20262ads0045,2
student,ANANYA GUPTA,20262ads0046,20262ads0046@college.edu,20262ads0046@123,ADVANCED DATA SCIENCE,ADS,20262ads0046,2
student,CHIRAG MALHOTRA,20262ads0047,20262ads0047@college.edu,20262ads0047@123,ADVANCED DATA SCIENCE,ADS,20262ads0047,2
student,BHUVANESH VERMA,20262ads0048,20262ads0048@college.edu,20262ads0048@123,ADVANCED DATA SCIENCE,ADS,20262ads0048,2
student,CHARVI PATEL,20262ads0049,20262ads0049@college.edu,20262ads0049@123,ADVANCED DATA SCIENCE,ADS,20262ads0049,2
student,DARSHAN REDDY,20262ads0050,20262ads0050@college.edu,20262ads0050@123,ADVANCED DATA SCIENCE,ADS,20262ads0050,2
student,AISHA PATEL,20262ads0051,20262ads0051@college.edu,20262ads0051@123,ADVANCED DATA SCIENCE,ADS,20262ads0051,2
student,AISHA PATEL,20262ads0052,20262ads0052@college.edu,20262ads0052@123,ADVANCED DATA SCIENCE,ADS,20262ads0052,2
student,DALIT KUMAR,20262ads0053,20262ads0053@college.edu,20262ads0053@123,ADVANCED DATA SCIENCE,ADS,20262ads0053,2
student,BHUVANESH VERMA,20262ads0054,20262ads0054@college.edu,20262ads0054@123,ADVANCED DATA SCIENCE,ADS,20262ads0054,2
student,AISHA PATEL,20262ads0055,20262ads0055@college.edu,20262ads0055@123,ADVANCED DATA SCIENCE,ADS,20262ads0055,2
student,DEEP SHARMA,20262ads0056,20262ads0056@college.edu,20262ads0056@123,ADVANCED DATA SCIENCE,ADS,20262ads0056,2
student,DARSHAN REDDY,20262ads0057,20262ads0057@college.edu,20262ads0057@123,ADVANCED DATA SCIENCE,ADS,20262ads0057,2
student,DARSHAN REDDY,20262ads0058,20262ads0058@college.edu,20262ads0058@123,ADVANCED DATA SCIENCE,ADS,20262ads0058,2
student,BHAVNA REDDY,20262ads0059,20262ads0059@college.edu,20262ads0059@123,ADVANCED DATA SCIENCE,ADS,20262ads0059,2
student,AKSHAY SINGH,20262ads0060,20262ads0060@college.edu,20262ads0060@123,ADVANCED DATA SCIENCE,ADS,20262ads0060,2
student,ANANYA GUPTA,20262ads0061,20262ads0061@college.edu,20262ads0061@123,ADVANCED DATA SCIENCE,ADS,20262ads0061,2
student,ESHA VERMA,20262ads0062,20262ads0062@college.edu,20262ads0062@123,ADVANCED DATA SCIENCE,ADS,20262ads0062,2
student,CHIRAG MALHOTRA,20263ads0001,20263ads0001@college.edu,20263ads0001@123,ADVANCED DATA SCIENCE,ADS,20263ads0001,3
student,ANANYA GUPTA,20263ads0002,20263ads0002@college.edu,20263ads0002@123,ADVANCED DATA SCIENCE,ADS,20263ads0002,3
student,ANANYA GUPTA,20263ads0003,20263ads0003@college.edu,20263ads0003@123,ADVANCED DATA SCIENCE,ADS,20263ads0003,3
student,BALAJI NAIR,20263ads0004,20263ads0004@college.edu,20263ads0004@123,ADVANCED DATA SCIENCE,ADS,20263ads0004,3
student,AISHA PATEL,20263ads0005,20263ads0005@college.edu,20263ads0005@123,ADVANCED DATA SCIENCE,ADS,20263ads0005,3
student,CHANDNI SHARMA,20263ads0006,20263ads0006@college.edu,20263ads0006@123,ADVANCED DATA SCIENCE,ADS,20263ads0006,3
student,DEVANSH TIWARI,20263ads0007,20263ads0007@college.edu,20263ads0007@123,ADVANCED DATA SCIENCE,ADS,20263ads0007,3
student,DIYA CHOPRA,20263ads0008,20263ads0008@college.edu,20263ads0008@123,ADVANCED DATA SCIENCE,ADS,20263ads0008,3
student,CHARVI PATEL,20263ads0009,20263ads0009@college.edu,20263ads0009@123,ADVANCED DATA SCIENCE,ADS,20263ads0009,3
student,EKTA SINHA,20263ads0010,20263ads0010@college.edu,20263ads0010@123,ADVANCED DATA SCIENCE,ADS,20263ads0010,3
student,AARAV SHARMA,20263ads0011,20263ads0011@college.edu,20263ads0011@123,ADVANCED DATA SCIENCE,ADS,20263ads0011,3
student,DEEP SHARMA,20263ads0012,20263ads0012@college.edu,20263ads0012@123,ADVANCED DATA SCIENCE,ADS,20263ads0012,3
student,AKSHAY SINGH,20263ads0013,20263ads0013@college.edu,20263ads0013@123,ADVANCED DATA SCIENCE,ADS,20263ads0013,3
student,DIYA CHOPRA,20263ads0014,20263ads0014@college.edu,20263ads0014@123,ADVANCED DATA SCIENCE,ADS,20263ads0014,3
student,BOOM BABU,20263ads0015,20263ads0015@college.edu,20263ads0015@123,ADVANCED DATA SCIENCE,ADS,20263ads0015,3
student,DALIT KUMAR,20263ads0016,20263ads0016@college.edu,20263ads0016@123,ADVANCED DATA SCIENCE,ADS,20263ads0016,3
student,CHIRAG MALHOTRA,20263ads0017,20263ads0017@college.edu,20263ads0017@123,ADVANCED DATA SCIENCE,ADS,20263ads0017,3
student,BIANCA DESAI,20263ads0018,20263ads0018@college.edu,20263ads0018@123,ADVANCED DATA SCIENCE,ADS,20263ads0018,3
student,BALAJI NAIR,20263ads0019,20263ads0019@college.edu,20263ads0019@123,ADVANCED DATA SCIENCE,ADS,20263ads0019,3
student,DARSHAN REDDY,20263ads0020,20263ads0020@college.edu,20263ads0020@123,ADVANCED DATA SCIENCE,ADS,20263ads0020,3
student,CHARVI PATEL,20263ads0021,20263ads0021@college.edu,20263ads0021@123,ADVANCED DATA SCIENCE,ADS,20263ads0021,3
student,EKTA SINHA,20263ads0022,20263ads0022@college.edu,20263ads0022@123,ADVANCED DATA SCIENCE,ADS,20263ads0022,3
student,CHARVI PATEL,20263ads0023,20263ads0023@college.edu,20263ads0023@123,ADVANCED DATA SCIENCE,ADS,20263ads0023,3
student,BIANCA DESAI,20263ads0024,20263ads0024@college.edu,20263ads0024@123,ADVANCED DATA SCIENCE,ADS,20263ads0024,3
student,CHIRAG MALHOTRA,20263ads0025,20263ads0025@college.edu,20263ads0025@123,ADVANCED DATA SCIENCE,ADS,20263ads0025,3
student,ANANYA GUPTA,20263ads0026,20263ads0026@college.edu,20263ads0026@123,ADVANCED DATA SCIENCE,ADS,20263ads0026,3
student,AKSHAY SINGH,20263ads0027,20263ads0027@college.edu,20263ads0027@123,ADVANCED DATA SCIENCE,ADS,20263ads0027,3
student,AARAV SHARMA,20263ads0028,20263ads0028@college.edu,20263ads0028@123,ADVANCED DATA SCIENCE,ADS,20263ads0028,3
student,CHIRAG MALHOTRA,20263ads0029,20263ads0029@college.edu,20263ads0029@123,ADVANCED DATA SCIENCE,ADS,20263ads0029,3
student,EDEN PATEL,20263ads0030,20263ads0030@college.edu,20263ads0030@123,ADVANCED DATA SCIENCE,ADS,20263ads0030,3
student,AARAV SHARMA,20263ads0031,20263ads0031@college.edu,20263ads0031@123,ADVANCED DATA SCIENCE,ADS,20263ads0031,3
student,EMRAN KHAN,20263ads0032,20263ads0032@college.edu,20263ads0032@123,ADVANCED DATA SCIENCE,ADS,20263ads0032,3
student,DALIT KUMAR,20263ads0033,20263ads0033@college.edu,20263ads0033@123,ADVANCED DATA SCIENCE,ADS,20263ads0033,3
student,EDEN PATEL,20263ads0034,20263ads0034@college.edu,20263ads0034@123,ADVANCED DATA SCIENCE,ADS,20263ads0034,3
student,BHUVANESH VERMA,20263ads0035,20263ads0035@college.edu,20263ads0035@123,ADVANCED DATA SCIENCE,ADS,20263ads0035,3
student,CHANDNI SHARMA,20263ads0036,20263ads0036@college.edu,20263ads0036@123,ADVANCED DATA SCIENCE,ADS,20263ads0036,3
student,CHETAN MAHESHWARI,20263ads0037,20263ads0037@college.edu,20263ads0037@123,ADVANCED DATA SCIENCE,ADS,20263ads0037,3
student,DALIT KUMAR,20263ads0038,20263ads0038@college.edu,20263ads0038@123,ADVANCED DATA SCIENCE,ADS,20263ads0038,3
student,BOOM BABU,20263ads0039,20263ads0039@college.edu,20263ads0039@123,ADVANCED DATA SCIENCE,ADS,20263ads0039,3
student,CHETAN MAHESHWARI,20263ads0040,20263ads0040@college.edu,20263ads0040@123,ADVANCED DATA SCIENCE,ADS,20263ads0040,3
student,CHIRAG MALHOTRA,20263ads0041,20263ads0041@college.edu,20263ads0041@123,ADVANCED DATA SCIENCE,ADS,20263ads0041,3
student,AISHA PATEL,20263ads0042,20263ads0042@college.edu,20263ads0042@123,ADVANCED DATA SCIENCE,ADS,20263ads0042,3
student,ESWAR NAIR,20263ads0043,20263ads0043@college.edu,20263ads0043@123,ADVANCED DATA SCIENCE,ADS,20263ads0043,3
student,BOOM BABU,20263ads0044,20263ads0044@college.edu,20263ads0044@123,ADVANCED DATA SCIENCE,ADS,20263ads0044,3
student,EMRAN KHAN,20263ads0045,20263ads0045@college.edu,20263ads0045@123,ADVANCED DATA SCIENCE,ADS,20263ads0045,3
student,ESHA VERMA,20263ads0046,20263ads0046@college.edu,20263ads0046@123,ADVANCED DATA SCIENCE,ADS,20263ads0046,3
student,DIYA CHOPRA,20263ads0047,20263ads0047@college.edu,20263ads0047@123,ADVANCED DATA SCIENCE,ADS,20263ads0047,3
student,BALAJI NAIR,20263ads0048,20263ads0048@college.edu,20263ads0048@123,ADVANCED DATA SCIENCE,ADS,20263ads0048,3
student,CHHAYA BANERJEE,20263ads0049,20263ads0049@college.edu,20263ads0049@123,ADVANCED DATA SCIENCE,ADS,20263ads0049,3
student,BALAJI NAIR,20263ads0050,20263ads0050@college.edu,20263ads0050@123,ADVANCED DATA SCIENCE,ADS,20263ads0050,3
student,DARSHAN REDDY,20263ads0051,20263ads0051@college.edu,20263ads0051@123,ADVANCED DATA SCIENCE,ADS,20263ads0051,3
student,EMRAN KHAN,20263ads0052,20263ads0052@college.edu,20263ads0052@123,ADVANCED DATA SCIENCE,ADS,20263ads0052,3
student,CHARVI PATEL,20263ads0053,20263ads0053@college.edu,20263ads0053@123,ADVANCED DATA SCIENCE,ADS,20263ads0053,3
student,DEEP SHARMA,20263ads0054,20263ads0054@college.edu,20263ads0054@123,ADVANCED DATA SCIENCE,ADS,20263ads0054,3
student,AKSHAY SINGH,20263ads0055,20263ads0055@college.edu,20263ads0055@123,ADVANCED DATA SCIENCE,ADS,20263ads0055,3
student,ESHA VERMA,20263ads0056,20263ads0056@college.edu,20263ads0056@123,ADVANCED DATA SCIENCE,ADS,20263ads0056,3
student,DALIT KUMAR,20263ads0057,20263ads0057@college.edu,20263ads0057@123,ADVANCED DATA SCIENCE,ADS,20263ads0057,3
student,DEEP SHARMA,20263ads0058,20263ads0058@college.edu,20263ads0058@123,ADVANCED DATA SCIENCE,ADS,20263ads0058,3
student,ANANYA GUPTA,20263ads0059,20263ads0059@college.edu,20263ads0059@123,ADVANCED DATA SCIENCE,ADS,20263ads0059,3
student,EKTA SINHA,20263ads0060,20263ads0060@college.edu,20263ads0060@123,ADVANCED DATA SCIENCE,ADS,20263ads0060,3
student,AARAV SHARMA,20263ads0061,20263ads0061@college.edu,20263ads0061@123,ADVANCED DATA SCIENCE,ADS,20263ads0061,3
student,DEEP SHARMA,20263ads0062,20263ads0062@college.edu,20263ads0062@123,ADVANCED DATA SCIENCE,ADS,20263ads0062,3
student,AKSHAY SINGH,20261aim0001,20261aim0001@college.edu,20261aim0001@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0001,1
student,EMRAN KHAN,20261aim0002,20261aim0002@college.edu,20261aim0002@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0002,1
student,DIYA CHOPRA,20261aim0003,20261aim0003@college.edu,20261aim0003@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0003,1
student,ARJUN KUMAR,20261aim0004,20261aim0004@college.edu,20261aim0004@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0004,1
student,DEVANSH TIWARI,20261aim0005,20261aim0005@college.edu,20261aim0005@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0005,1
student,CHANDNI SHARMA,20261aim0006,20261aim0006@college.edu,20261aim0006@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0006,1
student,ESHA VERMA,20261aim0007,20261aim0007@college.edu,20261aim0007@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0007,1
student,CHARVI PATEL,20261aim0008,20261aim0008@college.edu,20261aim0008@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0008,1
student,DALIT KUMAR,20261aim0009,20261aim0009@college.edu,20261aim0009@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0009,1
student,DEVANSH TIWARI,20261aim0010,20261aim0010@college.edu,20261aim0010@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0010,1
student,CHIRAG MALHOTRA,20261aim0011,20261aim0011@college.edu,20261aim0011@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0011,1
student,CHETAN MAHESHWARI,20261aim0012,20261aim0012@college.edu,20261aim0012@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0012,1
student,EMRAN KHAN,20261aim0013,20261aim0013@college.edu,20261aim0013@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0013,1
