SLOT_ID,DEPARTMENT,PROGRAM,SEMESTER,CLASS,DAY,START_TIME,END_TIME,DURATION_HOURS,SLOT_TYPE,COURSE,FACULTY_ID,FACULTY_NAME,ROOM
0223,IOT,IOT,1,C,Monday,10:00,11:00,1,THEORY,Power Systems,PUC26MBA003,CHIRAG VERMA,T223
0224,IOT,IOT,1,C,Monday,08:00,10:00,2,LAB,Digital Design,PUC26MBA004,DEEPIKA SHARMA,L224
0225,IOT,IOT,1,C,Monday,09:00,11:00,2,LAB,Thermodynamics,PUC26MBA005,ESHWARI REDDY,L225
0226,IOT,IOT,2,A,Monday,08:00,09:00,1,THEORY,Mechanics,PUC26MBA006,FARIDA KHAN,T226
0227,IOT,IOT,2,A,Monday,09:00,10:00,1,THEORY,Structural Analysis,PUC26BBA001,ABHIJEET SINGH,T227
0228,IOT,IOT,2,A,Monday,10:00,11:00,1,THEORY,Concrete Technology,PUC26BBA002,BHAGVAN RAGHAV,T228
0229,IOT,IOT,2,A,Monday,08:00,10:00,2,LAB,VLSI Design,PUC26BBA003,CHIRAG DESAI,L229
0230,IOT,IOT,2,A,Monday,09:00,11:00,2,LAB,Embedded Systems,PUC26BBA004,DIVYA SHARMA,L230
0231,IOT,IOT,2,B,Monday,08:00,09:00,1,THEORY,Business Management,PUC26BBA005,ESHITA PRABHU,T231
0232,IOT,IOT,2,B,Monday,09:00,10:00,1,THEORY,Finance,PUC26BBA006,FARISH KHAN,T232
0233,IOT,IOT,2,B,Monday,10:00,11:00,1,THEORY,Marketing,PUC26FSD001,AJAYVEER SINGH,T233
0234,IOT,IOT,2,B,Monday,08:00,10:00,2,LAB,Economics,PUC26FSD002,BHASHKAR REDDY,L234
0235,IOT,IOT,2,B,Monday,09:00,11:00,2,LAB,Data Structures,PUC26FSD003,CHIRANJEEVI PAL,L235
0236,IOT,IOT,2,C,Monday,08:00,09:00,1,THEORY,Algorithms,PUC26FSD004,DARSHANA NAIR,T236
0237,IOT,IOT,2,C,Monday,09:00,10:00,1,THEORY,Web Development,PUC26FSD005,ESHA MAHAJAN,T237
0238,IOT,IOT,2,C,Monday,10:00,11:00,1,THEORY,Cloud Computing,PUC26FSD006,FARISHA KHAN,T238
0239,IOT,IOT,2,C,Monday,08:00,10:00,2,LAB,AI & ML,PUC26EEE001,ASHOK KUMAR,L239
0240,IOT,IOT,2,C,Monday,09:00,11:00,2,LAB,Cybersecurity,PUC26EEE002,BHARGAV DESAI,L240
0241,AI,AI,1,A,Monday,08:00,09:00,1,THEORY,IoT,PUC26EEE003,CHIRAG KUMAR,T241
0242,AI,AI,1,A,Monday,09:00,10:00,1,THEORY,Databases,PUC26EEE004,DEEPENDRA SINGH,T242
0243,AI,AI,1,A,Monday,10:00,11:00,1,THEORY,OS,PUC26EEE005,EKALAVYA RAO,T243
0244,AI,AI,1,A,Monday,08:00,10:00,2,LAB,Networking,PUC26EEE006,FAROOQ MALIK,L244
0245,AI,AI,1,A,Monday,09:00,11:00,2,LAB,Statistics,PUC26EEE007,GAURAV MEHRA,L245
0246,AI,AI,1,B,Monday,08:00,09:00,1,THEORY,Machine Learning,PUC26EEE008,HARSHVARDHAN DESAI,T246
0247,AI,AI,1,B,Monday,09:00,10:00,1,THEORY,Deep Learning,PUC26CSE001,ARJUN KUMAR,T247
0248,AI,AI,1,B,Monday,10:00,11:00,1,THEORY,Circuit Analysis,PUC26CSE002,DARSHAN REDDY,T248
0249,AI,AI,1,B,Monday,08:00,10:00,2,LAB,Power Systems,PUC26CSE003,CHARVI PATEL,L249
0250,AI,AI,1,B,Monday,09:00,11:00,2,LAB,Digital Design,PUC26CSE004,DALIT KUMAR,L250
0251,AI,AI,1,C,Monday,08:00,09:00,1,THEORY,Thermodynamics,PUC26CSE005,AKSHAY SINGH,T251
0252,AI,AI,1,C,Monday,09:00,10:00,1,THEORY,Mechanics,PUC26CSE006,ANANYA GUPTA,T252
0253,AI,AI,1,C,Monday,10:00,11:00,1,THEORY,Structural Analysis,PUC26CSE007,DARSHAN REDDY,T253
0254,AI,AI,1,C,Monday,08:00,10:00,2,LAB,Concrete Technology,PUC26CSE008,CHANDNI SHARMA,L254
0255,AI,AI,1,C,Monday,09:00,11:00,2,LAB,VLSI Design,PUC26CSE009,DEEP SHARMA,L255
0256,MBA,MBA,1,A,Monday,08:00,09:00,1,THEORY,Embedded Systems,PUC26CSE010,CHETAN MAHESHWARI,T256
0257,MBA,MBA,1,A,Monday,09:00,10:00,1,THEORY,Business Management,PUC26CSE011,EDEN PATEL,T257
0258,MBA,MBA,1,A,Monday,10:00,11:00,1,THEORY,Finance,PUC26CSE012,CHETAN MAHESHWARI,T258
0259,MBA,MBA,1,A,Monday,08:00,10:00,2,LAB,Marketing,PUC26ADS001,BALAJI NAIR,L259
0260,MBA,MBA,1,A,Monday,09:00,11:00,2,LAB,Economics,PUC26ADS002,ESWAR NAIR,L260
0261,MBA,MBA,1,B,Monday,08:00,09:00,1,THEORY,Data Structures,PUC26ADS003,ARJUN KUMAR,T261
0262,MBA,MBA,1,B,Monday,09:00,10:00,1,THEORY,Algorithms,PUC26ADS004,CHIRAG MALHOTRA,T262
0263,MBA,MBA,1,B,Monday,10:00,11:00,1,THEORY,Web Development,PUC26ADS005,DEVANSH TIWARI,T263
0264,MBA,MBA,1,B,Monday,08:00,10:00,2,LAB,Cloud Computing,PUC26ADS006,BOOM BABU,L264
0265,MBA,MBA,1,B,Monday,09:00,11:00,2,LAB,AI & ML,PUC26ADS007,CHHAYA BANERJEE,L265
0266,MBA,MBA,1,C,Monday,08:00,09:00,1,THEORY,Cybersecurity,PUC26ECE001,ARYAN DESAI,T266
0267,MBA,MBA,1,C,Monday,09:00,10:00,1,THEORY,IoT,PUC26ECE002,BHANU PRAKASH,T267
0268,MBA,MBA,1,C,Monday,10:00,11:00,1,THEORY,Databases,PUC26ECE003,CHIRAG Singh,T268
0269,MBA,MBA,1,C,Monday,08:00,10:00,2,LAB,OS,PUC26ECE004,DEEPAK VERMA,L269
0270,MBA,MBA,1,C,Monday,09:00,11:00,2,LAB,Networking,PUC26ECE005,ESHA KAPOOR,L270
0271,BBA,BBA,1,A,Monday,08:00,09:00,1,THEORY,Statistics,PUC26ECE006,FAISAL KHAN,T271
0272,BBA,BBA,1,A,Monday,09:00,10:00,1,THEORY,Machine Learning,PUC26ECE007,GAURAV MAHAJAN,T272
0273,BBA,BBA,1,A,Monday,10:00,11:00,1,THEORY,Deep Learning,PUC26ECE008,HARSH MITTAL,T273
0274,BBA,BBA,1,A,Monday,08:00,10:00,2,LAB,Circuit Analysis,PUC26ME001,ADITYA KUMAR,L274
0275,BBA,BBA,1,A,Monday,09:00,11:00,2,LAB,Power Systems,PUC26ME002,BRIJESH SINGH,L275
0276,BBA,BBA,1,B,Monday,08:00,09:00,1,THEORY,Digital Design,PUC26ME003,CHANDRA SHEKHAR,T276
0277,BBA,BBA,1,B,Monday,09:00,10:00,1,THEORY,Thermodynamics,PUC26ME004,DINESH PATEL,T277
0278,BBA,BBA,1,B,Monday,10:00,11:00,1,THEORY,Mechanics,PUC26ME005,EAKSHYA RAO,T278
0279,BBA,BBA,1,B,Monday,08:00,10:00,2,LAB,Structural Analysis,PUC26ME006,FARHAN ALI,L279
0280,BBA,BBA,1,B,Monday,09:00,11:00,2,LAB,Concrete Technology,PUC26ME007,GAJENDRA SINGH,L280
0281,BBA,BBA,1,C,Monday,08:00,09:00,1,THEORY,VLSI Design,PUC26ME008,HARSHIT SHARMA,T281
0282,BBA,BBA,1,C,Monday,09:00,10:00,1,THEORY,Embedded Systems,PUC26CE001,ABHISHEK GUPTA,T282
0283,BBA,BBA,1,C,Monday,10:00,11:00,1,THEORY,Business Management,PUC26CE002,BHAVNA SHARMA,T283
0284,BBA,BBA,1,C,Monday,08:00,10:00,2,LAB,Finance,PUC26CE003,CHIRAG JOSHI,L284
0285,BBA,BBA,1,C,Monday,09:00,11:00,2,LAB,Marketing,PUC26CE004,DHRUVENDRA SINGH,L285
0286,FSD,FSD,1,A,Monday,08:00,09:00,1,THEORY,Economics,PUC26CE005,EKTA VERMA,T286
0287,FSD,FSD,1,A,Monday,09:00,10:00,1,THEORY,Data Structures,PUC26CE006,FIONA PATEL,T287
0288,FSD,FSD,1,A,Monday,10:00,11:00,1,THEORY,Algorithms,PUC26CE007,GAURAV NEGI,T288
0289,FSD,FSD,1,A,Monday,08:00,10:00,2,LAB,Web Development,PUC26CE008,HARSH BHATNAGAR,L289
0290,FSD,FSD,1,A,Monday,09:00,11:00,2,LAB,Cloud Computing,PUC26IOT001,ARUN KUMAR,L290
0291,FSD,FSD,1,B,Monday,08:00,09:00,1,THEORY,AI & ML,PUC26IOT002,BHAVESH VERMA,T291
0292,FSD,FSD,1,B,Monday,09:00,10:00,1,THEORY,Cybersecurity,PUC26IOT003,CHIRANJEEV RAJ,T292
0293,FSD,FSD,1,B,Monday,10:00,11:00,1,THEORY,IoT,PUC26IOT004,DARSHAN PATEL,T293
0294,FSD,FSD,1,B,Monday,08:00,10:00,2,LAB,Databases,PUC26IOT005,ESHAAN KRISHNAN,L294
0295,FSD,FSD,1,B,Monday,09:00,11:00,2,LAB,OS,PUC26IOT006,FARHAN MALIK,L295
0296,FSD,FSD,1,C,Monday,08:00,09:00,1,THEORY,Networking,PUC26AI001,ABHIJIT NAIR,T296
0297,FSD,FSD,1,C,Monday,09:00,10:00,1,THEORY,Statistics,PUC26AI002,BHAVNA DESAI,T297
0298,FSD,FSD,1,C,Monday,10:00,11:00,1,THEORY,Machine Learning,PUC26AI003,CHIRAG MALHOTRA,T298
0299,FSD,FSD,1,C,Monday,08:00,10:00,2,LAB,Deep Learning,PUC26AI004,DIVYAM SINGH,L299
0300,FSD,FSD,1,C,Monday,09:00,11:00,2,LAB,Circuit Analysis,PUC26AI005,ESHA SHARMA,L300
0301,EEE,EEE,1,A,Monday,08:00,09:00,1,THEORY,Power Systems,PUC26AI006,FARHAN HASSAN,T301
0302,EEE,EEE,1,A,Monday,09:00,10:00,1,THEORY,Digital Design,PUC26AI007,GAJENDRA KUMAR,T302
0303,EEE,EEE,1,A,Monday,10:00,11:00,1,THEORY,Thermodynamics,PUC26MBA001,ADITYA SAXENA,T303
0304,EEE,EEE,1,A,Monday,08:00,10:00,2,LAB,Mechanics,PUC26MBA002,BHAVNA KAPOOR,L304
0305,EEE,EEE,1,A,Monday,09:00,11:00,2,LAB,Structural Analysis,PUC26MBA003,CHIRAG VERMA,L305
0306,EEE,EEE,1,B,Monday,08:00,09:00,1,THEORY,Concrete Technology,PUC26MBA004,DEEPIKA SHARMA,T306
0307,EEE,EEE,1,B,Monday,09:00,10:00,1,THEORY,VLSI Design,PUC26MBA005,ESHWARI REDDY,T307
0308,EEE,EEE,1,B,Monday,10:00,11:00,1,THEORY,Embedded Systems,PUC26MBA006,FARIDA KHAN,T308
0309,EEE,EEE,1,B,Monday,08:00,10:00,2,LAB,Business Management,PUC26BBA001,ABHIJEET SINGH,L309
0310,EEE,EEE,1,B,Monday,09:00,11:00,2,LAB,Finance,PUC26BBA002,BHAGVAN RAGHAV,L310
0311,EEE,EEE,1,C,Monday,08:00,09:00,1,THEORY,Marketing,PUC26BBA003,CHIRAG DESAI,T311
0312,EEE,EEE,1,C,Monday,09:00,10:00,1,THEORY,Economics,PUC26BBA004,DIVYA SHARMA,T312
0313,EEE,EEE,1,C,Monday,10:00,11:00,1,THEORY,Data Structures,PUC26BBA005,ESHITA PRABHU,T313
0314,EEE,EEE,1,C,Monday,08:00,10:00,2,LAB,Algorithms,PUC26BBA006,FARISH KHAN,L314
0315,EEE,EEE,1,C,Monday,09:00,11:00,2,LAB,Web Development,PUC26FSD001,AJAYVEER SINGH,L315
0316,EEE,EEE,2,A,Monday,08:00,09:00,1,THEORY,Cloud Computing,PUC26FSD002,BHASHKAR REDDY,T316
0317,EEE,EEE,2,A,Monday,09:00,10:00,1,THEORY,AI & ML,PUC26FSD003,CHIRANJEEVI PAL,T317
0318,EEE,EEE,2,A,Monday,10:00,11:00,1,THEORY,Cybersecurity,PUC26FSD004,DARSHANA NAIR,T318
0319,EEE,EEE,2,A,Monday,08:00,10:00,2,LAB,IoT,PUC26FSD005,ESHA MAHAJAN,L319
0320,EEE,EEE,2,A,Monday,09:00,11:00,2,LAB,Databases,PUC26FSD006,FARISHA KHAN,L320
0321,EEE,EEE,2,B,Monday,08:00,09:00,1,THEORY,OS,PUC26EEE001,ASHOK KUMAR,T321
0322,EEE,EEE,2,B,Monday,09:00,10:00,1,THEORY,Networking,PUC26EEE002,BHARGAV DESAI,T322
0323,EEE,EEE,2,B,Monday,10:00,11:00,1,THEORY,Statistics,PUC26EEE003,CHIRAG KUMAR,T323
0324,EEE,EEE,2,B,Monday,08:00,10:00,2,LAB,Machine Learning,PUC26EEE004,DEEPENDRA SINGH,L324
0325,EEE,EEE,2,B,Monday,09:00,11:00,2,LAB,Deep Learning,PUC26EEE005,EKALAVYA RAO,L325
0326,EEE,EEE,2,C,Monday,08:00,09:00,1,THEORY,Circuit Analysis,PUC26EEE006,FAROOQ MALIK,T326
0327,EEE,EEE,2,C,Monday,09:00,10:00,1,THEORY,Power Systems,PUC26EEE007,GAURAV MEHRA,T327
0328,EEE,EEE,2,C,Monday,10:00,11:00,1,THEORY,Digital Design,PUC26EEE008,HARSHVARDHAN DESAI,T328
0329,EEE,EEE,2,C,Monday,08:00,10:00,2,LAB,Thermodynamics,PUC26CSE001,ARJUN KUMAR,L329
0330,EEE,EEE,2,C,Monday,09:00,11:00,2,LAB,Mechanics,PUC26CSE002,DARSHAN REDDY,L330
0331,CSE,CSE,1,A,Tuesday,08:00,09:00,1,THEORY,Structural Analysis,PUC26CSE003,CHARVI PATEL,T331
0332,CSE,CSE,1,A,Tuesday,09:00,10:00,1,THEORY,Concrete Technology,PUC26CSE004,DALIT KUMAR,T332
0333,CSE,CSE,1,A,Tuesday,10:00,11:00,1,THEORY,VLSI Design,PUC26CSE005,AKSHAY SINGH,T333
0334,CSE,CSE,1,A,Tuesday,08:00,10:00,2,LAB,Embedded Systems,PUC26CSE006,ANANYA GUPTA,L334
0335,CSE,CSE,1,A,Tuesday,09:00,11:00,2,LAB,Business Management,PUC26CSE007,DARSHAN REDDY,L335
0336,CSE,CSE,1,B,Tuesday,08:00,09:00,1,THEORY,Finance,PUC26CSE008,CHANDNI SHARMA,T336
0337,CSE,CSE,1,B,Tuesday,09:00,10:00,1,THEORY,Marketing,PUC26CSE009,DEEP SHARMA,T337
0338,CSE,CSE,1,B,Tuesday,10:00,11:00,1,THEORY,Economics,PUC26CSE010,CHETAN MAHESHWARI,T338
0339,CSE,CSE,1,B,Tuesday,08:00,10:00,2,LAB,Data Structures,PUC26CSE011,EDEN PATEL,L339
0340,CSE,CSE,1,B,Tuesday,09:00,11:00,2,LAB,Algorithms,PUC26CSE012,CHETAN MAHESHWARI,L340
0341,CSE,CSE,1,C,Tuesday,08:00,09:00,1,THEORY,Web Development,PUC26ADS001,BALAJI NAIR,T341
0342,CSE,CSE,1,C,Tuesday,09:00,10:00,1,THEORY,Cloud Computing,PUC26ADS002,ESWAR NAIR,T342
0343,CSE,CSE,1,C,Tuesday,10:00,11:00,1,THEORY,AI & ML,PUC26ADS003,ARJUN KUMAR,T343
0344,CSE,CSE,1,C,Tuesday,08:00,10:00,2,LAB,Cybersecurity,PUC26ADS004,CHIRAG MALHOTRA,L344
0345,CSE,CSE,1,C,Tuesday,09:00,11:00,2,LAB,IoT,PUC26ADS005,DEVANSH TIWARI,L345
0346,CSE,CSE,2,A,Tuesday,08:00,09:00,1,THEORY,Databases,PUC26ADS006,BOOM BABU,T346
0347,CSE,CSE,2,A,Tuesday,09:00,10:00,1,THEORY,OS,PUC26ADS007,CHHAYA BANERJEE,T347
0348,CSE,CSE,2,A,Tuesday,10:00,11:00,1,THEORY,Networking,PUC26ECE001,ARYAN DESAI,T348
0349,CSE,CSE,2,A,Tuesday,08:00,10:00,2,LAB,Statistics,PUC26ECE002,BHANU PRAKASH,L349
0350,CSE,CSE,2,A,Tuesday,09:00,11:00,2,LAB,Machine Learning,PUC26ECE003,CHIRAG Singh,L350
0351,CSE,CSE,2,B,Tuesday,08:00,09:00,1,THEORY,Deep Learning,PUC26ECE004,DEEPAK VERMA,T351
0352,CSE,CSE,2,B,Tuesday,09:00,10:00,1,THEORY,Circuit Analysis,PUC26ECE005,ESHA KAPOOR,T352
0353,CSE,CSE,2,B,Tuesday,10:00,11:00,1,THEORY,Power Systems,PUC26ECE006,FAISAL KHAN,T353
0354,CSE,CSE,2,B,Tuesday,08:00,10:00,2,LAB,Digital Design,PUC26ECE007,GAURAV MAHAJAN,L354
0355,CSE,CSE,2,B,Tuesday,09:00,11:00,2,LAB,Thermodynamics,PUC26ECE008,HARSH MITTAL,L355
0356,CSE,CSE,2,C,Tuesday,08:00,09:00,1,THEORY,Mechanics,PUC26ME001,ADITYA KUMAR,T356
0357,CSE,CSE,2,C,Tuesday,09:00,10:00,1,THEORY,Structural Analysis,PUC26ME002,BRIJESH SINGH,T357
0358,CSE,CSE,2,C,Tuesday,10:00,11:00,1,THEORY,Concrete Technology,PUC26ME003,CHANDRA SHEKHAR,T358
0359,CSE,CSE,2,C,Tuesday,08:00,10:00,2,LAB,VLSI Design,PUC26ME004,DINESH PATEL,L359
0360,CSE,CSE,2,C,Tuesday,09:00,11:00,2,LAB,Embedded Systems,PUC26ME005,EAKSHYA RAO,L360
0361,CSE,CSE,3,A,Tuesday,08:00,09:00,1,THEORY,Business Management,PUC26ME006,FARHAN ALI,T361
0362,CSE,CSE,3,A,Tuesday,09:00,10:00,1,THEORY,Finance,PUC26ME007,GAJENDRA SINGH,T362
0363,CSE,CSE,3,A,Tuesday,10:00,11:00,1,THEORY,Marketing,PUC26ME008,HARSHIT SHARMA,T363
0364,CSE,CSE,3,A,Tuesday,08:00,10:00,2,LAB,Economics,PUC26CE001,ABHISHEK GUPTA,L364
0365,CSE,CSE,3,A,Tuesday,09:00,11:00,2,LAB,Data Structures,PUC26CE002,BHAVNA SHARMA,L365
0366,CSE,CSE,3,B,Tuesday,08:00,09:00,1,THEORY,Algorithms,PUC26CE003,CHIRAG JOSHI,T366
0367,CSE,CSE,3,B,Tuesday,09:00,10:00,1,THEORY,Web Development,PUC26CE004,DHRUVENDRA SINGH,T367
0368,CSE,CSE,3,B,Tuesday,10:00,11:00,1,THEORY,Cloud Computing,PUC26CE005,EKTA VERMA,T368
0369,CSE,CSE,3,B,Tuesday,08:00,10:00,2,LAB,AI & ML,PUC26CE006,FIONA PATEL,L369
0370,CSE,CSE,3,B,Tuesday,09:00,11:00,2,LAB,Cybersecurity,PUC26CE007,GAURAV NEGI,L370
0371,CSE,CSE,3,C,Tuesday,08:00,09:00,1,THEORY,IoT,PUC26CE008,HARSH BHATNAGAR,T371
0372,CSE,CSE,3,C,Tuesday,09:00,10:00,1,THEORY,Databases,PUC26IOT001,ARUN KUMAR,T372
0373,CSE,CSE,3,C,Tuesday,10:00,11:00,1,THEORY,OS,PUC26IOT002,BHAVESH VERMA,T373
0374,CSE,CSE,3,C,Tuesday,08:00,10:00,2,LAB,Networking,PUC26IOT003,CHIRANJEEV RAJ,L374
0375,CSE,CSE,3,C,Tuesday,09:00,11:00,2,LAB,Statistics,PUC26IOT004,DARSHAN PATEL,L375
0376,CSE,CSE,4,A,Tuesday,08:00,09:00,1,THEORY,Machine Learning,PUC26IOT005,ESHAAN KRISHNAN,T376
0377,CSE,CSE,4,A,Tuesday,09:00,10:00,1,THEORY,Deep Learning,PUC26IOT006,FARHAN MALIK,T377
0378,CSE,CSE,4,A,Tuesday,10:00,11:00,1,THEORY,Circuit Analysis,PUC26AI001,ABHIJIT NAIR,T378
0379,CSE,CSE,4,A,Tuesday,08:00,10:00,2,LAB,Power Systems,PUC26AI002,BHAVNA DESAI,L379
0380,CSE,CSE,4,A,Tuesday,09:00,11:00,2,LAB,Digital Design,PUC26AI003,CHIRAG MALHOTRA,L380
0381,CSE,CSE,4,B,Tuesday,08:00,09:00,1,THEORY,Thermodynamics,PUC26AI004,DIVYAM SINGH,T381
0382,CSE,CSE,4,B,Tuesday,09:00,10:00,1,THEORY,Mechanics,PUC26AI005,ESHA SHARMA,T382
0383,CSE,CSE,4,B,Tuesday,10:00,11:00,1,THEORY,Structural Analysis,PUC26AI006,FARHAN HASSAN,T383
0384,CSE,CSE,4,B,Tuesday,08:00,10:00,2,LAB,Concrete Technology,PUC26AI007,GAJENDRA KUMAR,L384
0385,CSE,CSE,4,B,Tuesday,09:00,11:00,2,LAB,VLSI Design,PUC26MBA001,ADITYA SAXENA,L385
0386,CSE,CSE,4,C,Tuesday,08:00,09:00,1,THEORY,Embedded Systems,PUC26MBA002,BHAVNA KAPOOR,T386
0387,CSE,CSE,4,C,Tuesday,09:00,10:00,1,THEORY,Business Management,PUC26MBA003,CHIRAG VERMA,T387
0388,CSE,CSE,4,C,Tuesday,10:00,11:00,1,THEORY,Finance,PUC26MBA004,DEEPIKA SHARMA,T388
0389,CSE,CSE,4,C,Tuesday,08:00,10:00,2,LAB,Marketing,PUC26MBA005,ESHWARI REDDY,L389
0390,CSE,CSE,4,C,Tuesday,09:00,11:00,2,LAB,Economics,PUC26MBA006,FARIDA KHAN,L390
0391,ADS,ADS,1,A,Tuesday,08:00,09:00,1,THEORY,Data Structures,PUC26BBA001,ABHIJEET SINGH,T391
0392,ADS,ADS,1,A,Tuesday,09:00,10:00,1,THEORY,Algorithms,PUC26BBA002,BHAGVAN RAGHAV,T392
0393,ADS,ADS,1,A,Tuesday,10:00,11:00,1,THEORY,Web Development,PUC26BBA003,CHIRAG DESAI,T393
0394,ADS,ADS,1,A,Tuesday,08:00,10:00,2,LAB,Cloud Computing,PUC26BBA004,DIVYA SHARMA,L394
0395,ADS,ADS,1,A,Tuesday,09:00,11:00,2,LAB,AI & ML,PUC26BBA005,ESHITA PRABHU,L395
0396,ADS,ADS,1,B,Tuesday,08:00,09:00,1,THEORY,Cybersecurity,PUC26BBA006,FARISH KHAN,T396
0397,ADS,ADS,1,B,Tuesday,09:00,10:00,1,THEORY,IoT,PUC26FSD001,AJAYVEER SINGH,T397
0398,ADS,ADS,1,B,Tuesday,10:00,11:00,1,THEORY,Databases,PUC26FSD002,BHASHKAR REDDY,T398
0399,ADS,ADS,1,B,Tuesday,08:00,10:00,2,LAB,OS,PUC26FSD003,CHIRANJEEVI PAL,L399
0400,ADS,ADS,1,B,Tuesday,09:00,11:00,2,LAB,Networking,PUC26FSD004,DARSHANA NAIR,L400
0401,ADS,ADS,1,C,Tuesday,08:00,09:00,1,THEORY,Statistics,PUC26FSD005,ESHA MAHAJAN,T401
0402,ADS,ADS,1,C,Tuesday,09:00,10:00,1,THEORY,Machine Learning,PUC26FSD006,FARISHA KHAN,T402
0403,ADS,ADS,1,C,Tuesday,10:00,11:00,1,THEORY,Deep Learning,PUC26EEE001,ASHOK KUMAR,T403
0404,ADS,ADS,1,C,Tuesday,08:00,10:00,2,LAB,Circuit Analysis,PUC26EEE002,BHARGAV DESAI,L404
0405,ADS,ADS,1,C,Tuesday,09:00,11:00,2,LAB,Power Systems,PUC26EEE003,CHIRAG KUMAR,L405
0406,ADS,ADS,2,A,Tuesday,08:00,09:00,1,THEORY,Digital Design,PUC26EEE004,DEEPENDRA SINGH,T406
0407,ADS,ADS,2,A,Tuesday,09:00,10:00,1,THEORY,Thermodynamics,PUC26EEE005,EKALAVYA RAO,T407
0408,ADS,ADS,2,A,Tuesday,10:00,11:00,1,THEORY,Mechanics,PUC26EEE006,FAROOQ MALIK,T408
0409,ADS,ADS,2,A,Tuesday,08:00,10:00,2,LAB,Structural Analysis,PUC26EEE007,GAURAV MEHRA,L409
0410,ADS,ADS,2,A,Tuesday,09:00,11:00,2,LAB,Concrete Technology,PUC26EEE008,HARSHVARDHAN DESAI,L410
0411,ADS,ADS,2,B,Tuesday,08:00,09:00,1,THEORY,VLSI Design,PUC26CSE001,ARJUN KUMAR,T411
0412,ADS,ADS,2,B,Tuesday,09:00,10:00,1,THEORY,Embedded Systems,PUC26CSE002,DARSHAN REDDY,T412
0413,ADS,ADS,2,B,Tuesday,10:00,11:00,1,THEORY,Business Management,PUC26CSE003,CHARVI PATEL,T413
0414,ADS,ADS,2,B,Tuesday,08:00,10:00,2,LAB,Finance,PUC26CSE004,DALIT KUMAR,L414
0415,ADS,ADS,2,B,Tuesday,09:00,11:00,2,LAB,Marketing,PUC26CSE005,AKSHAY SINGH,L415
0416,ADS,ADS,2,C,Tuesday,08:00,09:00,1,THEORY,Economics,PUC26CSE006,ANANYA GUPTA,T416
0417,ADS,ADS,2,C,Tuesday,09:00,10:00,1,THEORY,Data Structures,PUC26CSE007,DARSHAN REDDY,T417
0418,ADS,ADS,2,C,Tuesday,10:00,11:00,1,THEORY,Algorithms,PUC26CSE008,CHANDNI SHARMA,T418
0419,ADS,ADS,2,C,Tuesday,08:00,10:00,2,LAB,Web Development,PUC26CSE009,DEEP SHARMA,L419
0420,ADS,ADS,2,C,Tuesday,09:00,11:00,2,LAB,Cloud Computing,PUC26CSE010,CHETAN MAHESHWARI,L420
0421,ECE,ECE,1,A,Tuesday,08:00,09:00,1,THEORY,AI & ML,PUC26CSE011,EDEN PATEL,T421
0422,ECE,ECE,1,A,Tuesday,09:00,10:00,1,THEORY,Cybersecurity,PUC26CSE012,CHETAN MAHESHWARI,T422
0423,ECE,ECE,1,A,Tuesday,10:00,11:00,1,THEORY,IoT,PUC26ADS001,BALAJI NAIR,T423
0424,ECE,ECE,1,A,Tuesday,08:00,10:00,2,LAB,Databases,PUC26ADS002,ESWAR NAIR,L424
0425,ECE,ECE,1,A,Tuesday,09:00,11:00,2,LAB,OS,PUC26ADS003,ARJUN KUMAR,L425
0426,ECE,ECE,1,B,Tuesday,08:00,09:00,1,THEORY,Networking,PUC26ADS004,CHIRAG MALHOTRA,T426
0427,ECE,ECE,1,B,Tuesday,09:00,10:00,1,THEORY,Statistics,PUC26ADS005,DEVANSH TIWARI,T427
0428,ECE,ECE,1,B,Tuesday,10:00,11:00,1,THEORY,Machine Learning,PUC26ADS006,BOOM BABU,T428
0429,ECE,ECE,1,B,Tuesday,08:00,10:00,2,LAB,Deep Learning,PUC26ADS007,CHHAYA BANERJEE,L429
0430,ECE,ECE,1,B,Tuesday,09:00,11:00,2,LAB,Circuit Analysis,PUC26ECE001,ARYAN DESAI,L430
0431,ECE,ECE,1,C,Tuesday,08:00,09:00,1,THEORY,Power Systems,PUC26ECE002,BHANU PRAKASH,T431
0432,ECE,ECE,1,C,Tuesday,09:00,10:00,1,THEORY,Digital Design,PUC26ECE003,CHIRAG Singh,T432
0433,ECE,ECE,1,C,Tuesday,10:00,11:00,1,THEORY,Thermodynamics,PUC26ECE004,DEEPAK VERMA,T433
0434,ECE,ECE,1,C,Tuesday,08:00,10:00,2,LAB,Mechanics,PUC26ECE005,ESHA KAPOOR,L434
0435,ECE,ECE,1,C,Tuesday,09:00,11:00,2,LAB,Structural Analysis,PUC26ECE006,FAISAL KHAN,L435
0436,ECE,ECE,2,A,Tuesday,08:00,09:00,1,THEORY,Concrete Technology,PUC26ECE007,GAURAV MAHAJAN,T436
0437,ECE,ECE,2,A,Tuesday,09:00,10:00,1,THEORY,VLSI Design,PUC26ECE008,HARSH MITTAL,T437
0438,ECE,ECE,2,A,Tuesday,10:00,11:00,1,THEORY,Embedded Systems,PUC26ME001,ADITYA KUMAR,T438
0439,ECE,ECE,2,A,Tuesday,08:00,10:00,2,LAB,Business Management,PUC26ME002,BRIJESH SINGH,L439
0440,ECE,ECE,2,A,Tuesday,09:00,11:00,2,LAB,Finance,PUC26ME003,CHANDRA SHEKHAR,L440
